KMeans Cluster,Mean Similarity,Cluster Label,Similarity Tier
18,0.32853523,"data analytic, analytic, data, issue, analytic tool, tool",Low
11,0.55971485,"security, medical, datum, protocol, medical datum, security protocol",High
4,0.59838176,"marketing, digital marketing, digital, brand, strategy, marketing strategy",High
2,0.5374063,"investment, analytic, data analytic, data, tool, investment strategy",High
36,0.44191682,"billing, discrepancy, payment, billing discrepancy, issue, account",High
8,0.6801789,"digital strategy, digital, strategy, brand, growth, brand growth",High
2,0.4683755,"investment, analytic, data analytic, data, tool, investment strategy",High
39,0.45547318,"connectivity, network, device, issue, problem, connectivity issue",High
2,0.47035795,"investment, analytic, data analytic, data, tool, investment strategy",High
1,0.4005684,"request, integration, project, user, project management, management",Low
20,0.3365257,"crash, issue, software, application, software crash, problem",Low
20,0.3098377,"crash, issue, software, application, software crash, problem",Low
0,0.37919828,"investment, investment optimization, optimization, issue, model, algorithm",Low
10,0.4957679,"breach, data breach, data, security, medical, hospital",High
1,0.20678331,"request, integration, project, user, project management, management",Low
10,0.55658996,"breach, data breach, data, security, medical, hospital",High
22,0.35473981,"issue, software, update, problem, integration, resolve",Low
37,0.44856414,"access, unauthorized, unauthorized access, security, access attempt, medical",High
2,0.5041497,"investment, analytic, data analytic, data, tool, investment strategy",High
37,0.48514995,"access, unauthorized, unauthorized access, security, access attempt, medical",High
15,0.5889934,"brand, digital, growth, brand growth, digital strategy, strategy",High
14,0.29876766,"server, dashboard, issue, load, project dashboard, peak",Low
11,0.5442186,"security, medical, datum, protocol, medical datum, security protocol",High
1,0.4127976,"request, integration, project, user, project management, management",Low
14,0.39428642,"server, dashboard, issue, load, project dashboard, peak",Low
18,0.4129214,"data analytic, analytic, data, issue, analytic tool, tool",Low
1,0.3697961,"request, integration, project, user, project management, management",Low
15,0.41443488,"brand, digital, growth, brand growth, digital strategy, strategy",Low
9,0.39393723,"investment, analysis, issue, discrepancy, data, datum",Low
38,0.5006329,"saas project, project management, project, saas, management, scalable",High
0,0.4609915,"investment, investment optimization, optimization, issue, model, algorithm",High
18,0.46750227,"data analytic, analytic, data, issue, analytic tool, tool",High
39,0.3845383,"connectivity, network, device, issue, problem, connectivity issue",Low
8,0.38210258,"digital strategy, digital, strategy, brand, growth, brand growth",Low
11,0.48658666,"security, medical, datum, protocol, medical datum, security protocol",High
15,0.5623415,"brand, digital, growth, brand growth, digital strategy, strategy",High
6,0.4513976,"saas platform, saas, platform, issue, server, performance",High
8,0.44630828,"digital strategy, digital, strategy, brand, growth, brand growth",High
36,0.428926,"billing, discrepancy, payment, billing discrepancy, issue, account",High
10,0.48566705,"breach, data breach, data, security, medical, hospital",High
5,0.4078994,"security, breach, security breach, incident, medical, hospital",Low
2,0.4459621,"investment, analytic, data analytic, data, tool, investment strategy",High
13,0.28461775,"engagement, metric, engagement metric, decline, brand engagement, algorithm",Low
14,0.33567178,"server, dashboard, issue, load, project dashboard, peak",Low
43,0.43578202,"outage, service, service outage, issue, disruption, impact",High
35,0.6427264,"quickbooks, quickbooks online, online, integration, integrate quickbooks, integrate",High
20,0.3393106,"crash, issue, software, application, software crash, problem",Low
37,0.28735694,"access, unauthorized, unauthorized access, security, access attempt, medical",Low
4,0.3267675,"marketing, digital marketing, digital, brand, strategy, marketing strategy",Low
43,0.35224834,"outage, service, service outage, issue, disruption, impact",Low
35,0.44300014,"quickbooks, quickbooks online, online, integration, integrate quickbooks, integrate",High
43,0.27481735,"outage, service, service outage, issue, disruption, impact",Low
40,0.42520183,"campaign, marketing campaign, marketing, target, engagement, digital",Low
20,0.31364998,"crash, issue, software, application, software crash, problem",Low
2,0.45930082,"investment, analytic, data analytic, data, tool, investment strategy",High
1,0.44968578,"request, integration, project, user, project management, management",High
14,0.30498725,"server, dashboard, issue, load, project dashboard, peak",Low
12,0.29152453,"integration, integrate, documentation, step, saas, process",Low
2,0.59462035,"investment, analytic, data analytic, data, tool, investment strategy",High
16,0.3730401,"marketing, agency, marketing agency, issue, digital, campaign",Low
23,0.28159004,"integration, analytic, team, support, provide, investment",Low
8,0.45572022,"digital strategy, digital, strategy, brand, growth, brand growth",High
15,0.61988735,"brand, digital, growth, brand growth, digital strategy, strategy",High
23,0.18211481,"integration, analytic, team, support, provide, investment",Low
20,0.45907295,"crash, issue, software, application, software crash, problem",High
13,0.5543744,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
39,0.37635538,"connectivity, network, device, issue, problem, connectivity issue",Low
2,0.47022992,"investment, analytic, data analytic, data, tool, investment strategy",High
13,0.53837967,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
22,0.38867223,"issue, software, update, problem, integration, resolve",Low
42,0.4045579,"synchronization, data synchronization, issue, problem, synchronization issue, resolve",Low
15,0.37746322,"brand, digital, growth, brand growth, digital strategy, strategy",Low
18,0.3494955,"data analytic, analytic, data, issue, analytic tool, tool",Low
36,0.45999545,"billing, discrepancy, payment, billing discrepancy, issue, account",High
17,0.4802058,"medical, secure, secure medical, medical datum, datum, hospital",High
9,0.41845304,"investment, analysis, issue, discrepancy, data, datum",Low
23,0.16190213,"integration, analytic, team, support, provide, investment",Low
22,0.2841279,"issue, software, update, problem, integration, resolve",Low
13,0.426243,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
10,0.6228637,"breach, data breach, data, security, medical, hospital",High
0,0.46934175,"investment, investment optimization, optimization, issue, model, algorithm",High
39,0.45499188,"connectivity, network, device, issue, problem, connectivity issue",High
2,0.48130846,"investment, analytic, data analytic, data, tool, investment strategy",High
8,0.47407368,"digital strategy, digital, strategy, brand, growth, brand growth",High
5,0.46377417,"security, breach, security breach, incident, medical, hospital",High
36,0.38242394,"billing, discrepancy, payment, billing discrepancy, issue, account",Low
10,0.53081644,"breach, data breach, data, security, medical, hospital",High
37,0.49514413,"access, unauthorized, unauthorized access, security, access attempt, medical",High
2,0.31812873,"investment, analytic, data analytic, data, tool, investment strategy",Low
40,0.4481905,"campaign, marketing campaign, marketing, target, engagement, digital",High
42,0.48047718,"synchronization, data synchronization, issue, problem, synchronization issue, resolve",High
40,0.4048129,"campaign, marketing campaign, marketing, target, engagement, digital",Low
20,0.44240138,"crash, issue, software, application, software crash, problem",High
39,0.3863937,"connectivity, network, device, issue, problem, connectivity issue",Low
38,0.43108392,"saas project, project management, project, saas, management, scalable",High
3,0.5253465,"medical, security, datum, medical datum, encryption, control",High
15,0.5599759,"brand, digital, growth, brand growth, digital strategy, strategy",High
18,0.27783686,"data analytic, analytic, data, issue, analytic tool, tool",Low
29,0.43039942,"billing, payment, plan, option, pricing, discount",High
30,0.53786427,"project, project management, management, feature, scalability, integration",High
37,0.4238105,"access, unauthorized, unauthorized access, security, access attempt, medical",Low
22,0.1520667,"issue, software, update, problem, integration, resolve",Low
2,0.30119753,"investment, analytic, data analytic, data, tool, investment strategy",Low
38,0.57032907,"saas project, project management, project, saas, management, scalable",High
38,0.5648987,"saas project, project management, project, saas, management, scalable",High
2,0.3893045,"investment, analytic, data analytic, data, tool, investment strategy",Low
17,0.45318598,"medical, secure, secure medical, medical datum, datum, hospital",High
41,0.7108812,"sap, erp, sap erp, integration, central component, erp central",High
5,0.39166814,"security, breach, security breach, incident, medical, hospital",Low
8,0.47353438,"digital strategy, digital, strategy, brand, growth, brand growth",High
18,0.4270008,"data analytic, analytic, data, issue, analytic tool, tool",High
12,0.27004856,"integration, integrate, documentation, step, saas, process",Low
24,0.5990309,"login, server, login issue, user, login difficulty, issue",High
43,0.34478456,"outage, service, service outage, issue, disruption, impact",Low
5,0.41823345,"security, breach, security breach, incident, medical, hospital",Low
11,0.5613726,"security, medical, datum, protocol, medical datum, security protocol",High
0,0.48881087,"investment, investment optimization, optimization, issue, model, algorithm",High
17,0.46682042,"medical, secure, secure medical, medical datum, datum, hospital",High
10,0.49725714,"breach, data breach, data, security, medical, hospital",High
15,0.51968235,"brand, digital, growth, brand growth, digital strategy, strategy",High
39,0.33283502,"connectivity, network, device, issue, problem, connectivity issue",Low
23,0.10418518,"integration, analytic, team, support, provide, investment",Low
24,0.56229675,"login, server, login issue, user, login difficulty, issue",High
8,0.39412844,"digital strategy, digital, strategy, brand, growth, brand growth",Low
30,0.57038474,"project, project management, management, feature, scalability, integration",High
9,0.3331713,"investment, analysis, issue, discrepancy, data, datum",Low
15,0.5494461,"brand, digital, growth, brand growth, digital strategy, strategy",High
23,0.13330005,"integration, analytic, team, support, provide, investment",Low
4,0.40255156,"marketing, digital marketing, digital, brand, strategy, marketing strategy",Low
5,0.24260063,"security, breach, security breach, incident, medical, hospital",Low
30,0.44212723,"project, project management, management, feature, scalability, integration",High
29,0.4392003,"billing, payment, plan, option, pricing, discount",High
4,0.3112867,"marketing, digital marketing, digital, brand, strategy, marketing strategy",Low
16,0.43598595,"marketing, agency, marketing agency, issue, digital, campaign",High
34,0.45397034,"charge, billing, invoice, account, statement, subscription",High
27,0.42518452,"investment, processing, analytic platform, platform, data, analytic",Low
1,0.24821599,"request, integration, project, user, project management, management",Low
14,0.522247,"server, dashboard, issue, load, project dashboard, peak",High
32,0.47966507,"project, project management, management, issue, saas, management saas",High
10,0.45644927,"breach, data breach, data, security, medical, hospital",High
27,0.353888,"investment, processing, analytic platform, platform, data, analytic",Low
9,0.33393106,"investment, analysis, issue, discrepancy, data, datum",Low
18,0.3756087,"data analytic, analytic, data, issue, analytic tool, tool",Low
14,0.46361437,"server, dashboard, issue, load, project dashboard, peak",High
22,0.36763236,"issue, software, update, problem, integration, resolve",Low
16,0.35487032,"marketing, agency, marketing agency, issue, digital, campaign",Low
34,0.47723132,"charge, billing, invoice, account, statement, subscription",High
40,0.4038976,"campaign, marketing campaign, marketing, target, engagement, digital",Low
31,0.43675604,"security, healthcare, compliance, security solution, datum, solution",High
32,0.3560555,"project, project management, management, issue, saas, management saas",Low
9,0.31895143,"investment, analysis, issue, discrepancy, data, datum",Low
36,0.42151278,"billing, discrepancy, payment, billing discrepancy, issue, account",Low
40,0.5637281,"campaign, marketing campaign, marketing, target, engagement, digital",High
0,0.3835053,"investment, investment optimization, optimization, issue, model, algorithm",Low
1,0.38548374,"request, integration, project, user, project management, management",Low
29,0.2761897,"billing, payment, plan, option, pricing, discount",Low
9,0.4382336,"investment, analysis, issue, discrepancy, data, datum",High
22,0.20582479,"issue, software, update, problem, integration, resolve",Low
37,0.43016914,"access, unauthorized, unauthorized access, security, access attempt, medical",High
4,0.5139862,"marketing, digital marketing, digital, brand, strategy, marketing strategy",High
22,0.31587613,"issue, software, update, problem, integration, resolve",Low
22,0.33354545,"issue, software, update, problem, integration, resolve",Low
10,0.40903938,"breach, data breach, data, security, medical, hospital",Low
43,0.26826563,"outage, service, service outage, issue, disruption, impact",Low
0,0.23350555,"investment, investment optimization, optimization, issue, model, algorithm",Low
26,0.44710544,"website, traffic, website traffic, seo, agency website, issue",High
4,0.39183995,"marketing, digital marketing, digital, brand, strategy, marketing strategy",Low
17,0.4546122,"medical, secure, secure medical, medical datum, datum, hospital",High
5,0.39635643,"security, breach, security breach, incident, medical, hospital",Low
13,0.64218205,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
2,0.3476194,"investment, analytic, data analytic, data, tool, investment strategy",Low
43,0.36733463,"outage, service, service outage, issue, disruption, impact",Low
2,0.5926169,"investment, analytic, data analytic, data, tool, investment strategy",High
26,0.72132,"website, traffic, website traffic, seo, agency website, issue",High
32,0.39410833,"project, project management, management, issue, saas, management saas",Low
10,0.5970579,"breach, data breach, data, security, medical, hospital",High
22,0.22040252,"issue, software, update, problem, integration, resolve",Low
10,0.57668465,"breach, data breach, data, security, medical, hospital",High
10,0.4962396,"breach, data breach, data, security, medical, hospital",High
10,0.49621361,"breach, data breach, data, security, medical, hospital",High
21,0.39650455,"access, medical, healthcare, security, issue, data access",Low
1,0.29112113,"request, integration, project, user, project management, management",Low
0,0.37138504,"investment, investment optimization, optimization, issue, model, algorithm",Low
4,0.29361933,"marketing, digital marketing, digital, brand, strategy, marketing strategy",Low
2,0.48892614,"investment, analytic, data analytic, data, tool, investment strategy",High
3,0.60519236,"medical, security, datum, medical datum, encryption, control",High
11,0.48105332,"security, medical, datum, protocol, medical datum, security protocol",High
4,0.40122938,"marketing, digital marketing, digital, brand, strategy, marketing strategy",Low
2,0.45916292,"investment, analytic, data analytic, data, tool, investment strategy",High
14,0.4329181,"server, dashboard, issue, load, project dashboard, peak",High
18,0.42432854,"data analytic, analytic, data, issue, analytic tool, tool",Low
26,0.45890382,"website, traffic, website traffic, seo, agency website, issue",High
0,0.3190206,"investment, investment optimization, optimization, issue, model, algorithm",Low
10,0.49896902,"breach, data breach, data, security, medical, hospital",High
8,0.49421763,"digital strategy, digital, strategy, brand, growth, brand growth",High
4,0.5456414,"marketing, digital marketing, digital, brand, strategy, marketing strategy",High
13,0.39297026,"engagement, metric, engagement metric, decline, brand engagement, algorithm",Low
10,0.37397164,"breach, data breach, data, security, medical, hospital",Low
22,0.31775302,"issue, software, update, problem, integration, resolve",Low
32,0.47028464,"project, project management, management, issue, saas, management saas",High
4,0.38971147,"marketing, digital marketing, digital, brand, strategy, marketing strategy",Low
22,0.27106956,"issue, software, update, problem, integration, resolve",Low
11,0.38465273,"security, medical, datum, protocol, medical datum, security protocol",Low
5,0.38326222,"security, breach, security breach, incident, medical, hospital",Low
30,0.2683123,"project, project management, management, feature, scalability, integration",Low
0,0.30699325,"investment, investment optimization, optimization, issue, model, algorithm",Low
4,0.41455615,"marketing, digital marketing, digital, brand, strategy, marketing strategy",Low
15,0.61471677,"brand, digital, growth, brand growth, digital strategy, strategy",High
13,0.48233548,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
40,0.48777178,"campaign, marketing campaign, marketing, target, engagement, digital",High
0,0.46271673,"investment, investment optimization, optimization, issue, model, algorithm",High
22,0.24039328,"issue, software, update, problem, integration, resolve",Low
8,0.4107708,"digital strategy, digital, strategy, brand, growth, brand growth",Low
22,0.18102643,"issue, software, update, problem, integration, resolve",Low
30,0.5011473,"project, project management, management, feature, scalability, integration",High
22,0.24034055,"issue, software, update, problem, integration, resolve",Low
34,0.5528522,"charge, billing, invoice, account, statement, subscription",High
40,0.37169197,"campaign, marketing campaign, marketing, target, engagement, digital",Low
3,0.521451,"medical, security, datum, medical datum, encryption, control",High
15,0.5548034,"brand, digital, growth, brand growth, digital strategy, strategy",High
40,0.480942,"campaign, marketing campaign, marketing, target, engagement, digital",High
43,0.36927506,"outage, service, service outage, issue, disruption, impact",Low
2,0.4013421,"investment, analytic, data analytic, data, tool, investment strategy",Low
38,0.45452714,"saas project, project management, project, saas, management, scalable",High
1,0.40009093,"request, integration, project, user, project management, management",Low
2,0.56046003,"investment, analytic, data analytic, data, tool, investment strategy",High
8,0.51881707,"digital strategy, digital, strategy, brand, growth, brand growth",High
21,0.2985989,"access, medical, healthcare, security, issue, data access",Low
42,0.47181442,"synchronization, data synchronization, issue, problem, synchronization issue, resolve",High
30,0.4701143,"project, project management, management, feature, scalability, integration",High
4,0.5329899,"marketing, digital marketing, digital, brand, strategy, marketing strategy",High
40,0.50009614,"campaign, marketing campaign, marketing, target, engagement, digital",High
16,0.17735353,"marketing, agency, marketing agency, issue, digital, campaign",Low
8,0.31823012,"digital strategy, digital, strategy, brand, growth, brand growth",Low
18,0.4971351,"data analytic, analytic, data, issue, analytic tool, tool",High
1,0.3584264,"request, integration, project, user, project management, management",Low
43,0.25157252,"outage, service, service outage, issue, disruption, impact",Low
13,0.45927438,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
12,0.3976505,"integration, integrate, documentation, step, saas, process",Low
20,0.36915714,"crash, issue, software, application, software crash, problem",Low
1,0.3472525,"request, integration, project, user, project management, management",Low
2,0.4966802,"investment, analytic, data analytic, data, tool, investment strategy",High
2,0.38092667,"investment, analytic, data analytic, data, tool, investment strategy",Low
8,0.36800268,"digital strategy, digital, strategy, brand, growth, brand growth",Low
22,0.22981505,"issue, software, update, problem, integration, resolve",Low
32,0.44261587,"project, project management, management, issue, saas, management saas",High
29,0.35279554,"billing, payment, plan, option, pricing, discount",Low
23,0.1004623,"integration, analytic, team, support, provide, investment",Low
1,0.3598156,"request, integration, project, user, project management, management",Low
10,0.55065787,"breach, data breach, data, security, medical, hospital",High
20,0.33420563,"crash, issue, software, application, software crash, problem",Low
21,0.29509994,"access, medical, healthcare, security, issue, data access",Low
39,0.32596385,"connectivity, network, device, issue, problem, connectivity issue",Low
19,0.45504385,"digital tool, digital, tool, digital tools, issue, agency",High
25,0.37193888,"marketing, digital, social medium, social, medium, strategy",Low
17,0.45973116,"medical, secure, secure medical, medical datum, datum, hospital",High
0,0.41394413,"investment, investment optimization, optimization, issue, model, algorithm",Low
35,0.57331747,"quickbooks, quickbooks online, online, integration, integrate quickbooks, integrate",High
37,0.41340122,"access, unauthorized, unauthorized access, security, access attempt, medical",Low
13,0.5537117,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
39,0.26843235,"connectivity, network, device, issue, problem, connectivity issue",Low
20,0.44007897,"crash, issue, software, application, software crash, problem",High
15,0.4675895,"brand, digital, growth, brand growth, digital strategy, strategy",High
39,0.26804644,"connectivity, network, device, issue, problem, connectivity issue",Low
25,0.5115751,"marketing, digital, social medium, social, medium, strategy",High
12,0.25510836,"integration, integrate, documentation, step, saas, process",Low
22,0.2840488,"issue, software, update, problem, integration, resolve",Low
17,0.61867154,"medical, secure, secure medical, medical datum, datum, hospital",High
2,0.4806506,"investment, analytic, data analytic, data, tool, investment strategy",High
5,0.38874123,"security, breach, security breach, incident, medical, hospital",Low
23,0.24413982,"integration, analytic, team, support, provide, investment",Low
5,0.42791307,"security, breach, security breach, incident, medical, hospital",High
2,0.3711702,"investment, analytic, data analytic, data, tool, investment strategy",Low
40,0.49953973,"campaign, marketing campaign, marketing, target, engagement, digital",High
11,0.50462157,"security, medical, datum, protocol, medical datum, security protocol",High
37,0.42813388,"access, unauthorized, unauthorized access, security, access attempt, medical",High
4,0.53190243,"marketing, digital marketing, digital, brand, strategy, marketing strategy",High
22,0.26690686,"issue, software, update, problem, integration, resolve",Low
8,0.38644648,"digital strategy, digital, strategy, brand, growth, brand growth",Low
22,0.35426292,"issue, software, update, problem, integration, resolve",Low
37,0.40961802,"access, unauthorized, unauthorized access, security, access attempt, medical",Low
20,0.3655847,"crash, issue, software, application, software crash, problem",Low
14,0.43274993,"server, dashboard, issue, load, project dashboard, peak",High
37,0.5564863,"access, unauthorized, unauthorized access, security, access attempt, medical",High
0,0.31214273,"investment, investment optimization, optimization, issue, model, algorithm",Low
2,0.42001832,"investment, analytic, data analytic, data, tool, investment strategy",Low
21,0.41880518,"access, medical, healthcare, security, issue, data access",Low
2,0.44942576,"investment, analytic, data analytic, data, tool, investment strategy",High
4,0.6238497,"marketing, digital marketing, digital, brand, strategy, marketing strategy",High
2,0.40703222,"investment, analytic, data analytic, data, tool, investment strategy",Low
37,0.45430177,"access, unauthorized, unauthorized access, security, access attempt, medical",High
2,0.543705,"investment, analytic, data analytic, data, tool, investment strategy",High
20,0.4012535,"crash, issue, software, application, software crash, problem",Low
17,0.33853534,"medical, secure, secure medical, medical datum, datum, hospital",Low
6,0.37191942,"saas platform, saas, platform, issue, server, performance",Low
15,0.51270103,"brand, digital, growth, brand growth, digital strategy, strategy",High
43,0.433123,"outage, service, service outage, issue, disruption, impact",High
2,0.35445186,"investment, analytic, data analytic, data, tool, investment strategy",Low
3,0.51097715,"medical, security, datum, medical datum, encryption, control",High
2,0.31161565,"investment, analytic, data analytic, data, tool, investment strategy",Low
18,0.33688787,"data analytic, analytic, data, issue, analytic tool, tool",Low
40,0.26980472,"campaign, marketing campaign, marketing, target, engagement, digital",Low
9,0.30832532,"investment, analysis, issue, discrepancy, data, datum",Low
29,0.6567633,"billing, payment, plan, option, pricing, discount",High
14,0.43694687,"server, dashboard, issue, load, project dashboard, peak",High
39,0.3736798,"connectivity, network, device, issue, problem, connectivity issue",Low
18,0.38039812,"data analytic, analytic, data, issue, analytic tool, tool",Low
17,0.5219244,"medical, secure, secure medical, medical datum, datum, hospital",High
23,0.227798,"integration, analytic, team, support, provide, investment",Low
35,0.5843845,"quickbooks, quickbooks online, online, integration, integrate quickbooks, integrate",High
13,0.54660594,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
43,0.3723755,"outage, service, service outage, issue, disruption, impact",Low
42,0.5733174,"synchronization, data synchronization, issue, problem, synchronization issue, resolve",High
12,0.5456855,"integration, integrate, documentation, step, saas, process",High
2,0.40763062,"investment, analytic, data analytic, data, tool, investment strategy",Low
37,0.5177848,"access, unauthorized, unauthorized access, security, access attempt, medical",High
17,0.4783,"medical, secure, secure medical, medical datum, datum, hospital",High
9,0.2586981,"investment, analysis, issue, discrepancy, data, datum",Low
40,0.42664522,"campaign, marketing campaign, marketing, target, engagement, digital",High
22,0.35186437,"issue, software, update, problem, integration, resolve",Low
15,0.48943144,"brand, digital, growth, brand growth, digital strategy, strategy",High
25,0.41895294,"marketing, digital, social medium, social, medium, strategy",Low
33,0.4411925,"campaign, digital campaign, digital, agency, marketing, issue",High
22,0.17350096,"issue, software, update, problem, integration, resolve",Low
8,0.52336234,"digital strategy, digital, strategy, brand, growth, brand growth",High
2,0.38734,"investment, analytic, data analytic, data, tool, investment strategy",Low
36,0.6321706,"billing, discrepancy, payment, billing discrepancy, issue, account",High
43,0.4055763,"outage, service, service outage, issue, disruption, impact",Low
22,0.26778084,"issue, software, update, problem, integration, resolve",Low
30,0.344301,"project, project management, management, feature, scalability, integration",Low
34,0.3776683,"charge, billing, invoice, account, statement, subscription",Low
26,0.70644826,"website, traffic, website traffic, seo, agency website, issue",High
30,0.4612649,"project, project management, management, feature, scalability, integration",High
6,0.3243193,"saas platform, saas, platform, issue, server, performance",Low
39,0.29837054,"connectivity, network, device, issue, problem, connectivity issue",Low
17,0.34224555,"medical, secure, secure medical, medical datum, datum, hospital",Low
31,0.5422557,"security, healthcare, compliance, security solution, datum, solution",High
18,0.5397023,"data analytic, analytic, data, issue, analytic tool, tool",High
12,0.36820173,"integration, integrate, documentation, step, saas, process",Low
1,0.37857178,"request, integration, project, user, project management, management",Low
22,0.29767796,"issue, software, update, problem, integration, resolve",Low
43,0.38743865,"outage, service, service outage, issue, disruption, impact",Low
30,0.55079126,"project, project management, management, feature, scalability, integration",High
2,0.4362626,"investment, analytic, data analytic, data, tool, investment strategy",High
30,0.61922413,"project, project management, management, feature, scalability, integration",High
10,0.6002286,"breach, data breach, data, security, medical, hospital",High
21,0.2924207,"access, medical, healthcare, security, issue, data access",Low
22,0.2526997,"issue, software, update, problem, integration, resolve",Low
5,0.50406396,"security, breach, security breach, incident, medical, hospital",High
23,0.12631881,"integration, analytic, team, support, provide, investment",Low
13,0.5642645,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
18,0.47571266,"data analytic, analytic, data, issue, analytic tool, tool",High
16,0.34735826,"marketing, agency, marketing agency, issue, digital, campaign",Low
5,0.5239088,"security, breach, security breach, incident, medical, hospital",High
9,0.29047933,"investment, analysis, issue, discrepancy, data, datum",Low
14,0.21581428,"server, dashboard, issue, load, project dashboard, peak",Low
25,0.52846277,"marketing, digital, social medium, social, medium, strategy",High
30,0.64040077,"project, project management, management, feature, scalability, integration",High
25,0.535172,"marketing, digital, social medium, social, medium, strategy",High
20,0.36096787,"crash, issue, software, application, software crash, problem",Low
26,0.50105834,"website, traffic, website traffic, seo, agency website, issue",High
40,0.5033043,"campaign, marketing campaign, marketing, target, engagement, digital",High
9,0.42081574,"investment, analysis, issue, discrepancy, data, datum",Low
22,0.29683384,"issue, software, update, problem, integration, resolve",Low
3,0.5452422,"medical, security, datum, medical datum, encryption, control",High
24,0.6127703,"login, server, login issue, user, login difficulty, issue",High
22,0.25917616,"issue, software, update, problem, integration, resolve",Low
12,0.32166204,"integration, integrate, documentation, step, saas, process",Low
35,0.58602846,"quickbooks, quickbooks online, online, integration, integrate quickbooks, integrate",High
5,0.42851964,"security, breach, security breach, incident, medical, hospital",High
1,0.41243792,"request, integration, project, user, project management, management",Low
9,0.41275793,"investment, analysis, issue, discrepancy, data, datum",Low
15,0.524401,"brand, digital, growth, brand growth, digital strategy, strategy",High
40,0.550629,"campaign, marketing campaign, marketing, target, engagement, digital",High
0,0.39672515,"investment, investment optimization, optimization, issue, model, algorithm",Low
15,0.5072961,"brand, digital, growth, brand growth, digital strategy, strategy",High
12,0.26532272,"integration, integrate, documentation, step, saas, process",Low
30,0.60363525,"project, project management, management, feature, scalability, integration",High
17,0.55860245,"medical, secure, secure medical, medical datum, datum, hospital",High
32,0.37179717,"project, project management, management, issue, saas, management saas",Low
36,0.38223758,"billing, discrepancy, payment, billing discrepancy, issue, account",Low
37,0.54320353,"access, unauthorized, unauthorized access, security, access attempt, medical",High
9,0.39932206,"investment, analysis, issue, discrepancy, data, datum",Low
21,0.35779122,"access, medical, healthcare, security, issue, data access",Low
11,0.48589858,"security, medical, datum, protocol, medical datum, security protocol",High
5,0.49400154,"security, breach, security breach, incident, medical, hospital",High
13,0.43289286,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
20,0.40323174,"crash, issue, software, application, software crash, problem",Low
15,0.63265604,"brand, digital, growth, brand growth, digital strategy, strategy",High
5,0.5314223,"security, breach, security breach, incident, medical, hospital",High
8,0.508918,"digital strategy, digital, strategy, brand, growth, brand growth",High
3,0.41089278,"medical, security, datum, medical datum, encryption, control",Low
15,0.5093384,"brand, digital, growth, brand growth, digital strategy, strategy",High
10,0.5382022,"breach, data breach, data, security, medical, hospital",High
43,0.42111635,"outage, service, service outage, issue, disruption, impact",Low
1,0.37644497,"request, integration, project, user, project management, management",Low
22,0.30188707,"issue, software, update, problem, integration, resolve",Low
3,0.5431359,"medical, security, datum, medical datum, encryption, control",High
34,0.512108,"charge, billing, invoice, account, statement, subscription",High
11,0.57629967,"security, medical, datum, protocol, medical datum, security protocol",High
11,0.5980706,"security, medical, datum, protocol, medical datum, security protocol",High
22,0.32599545,"issue, software, update, problem, integration, resolve",Low
27,0.35646766,"investment, processing, analytic platform, platform, data, analytic",Low
32,0.53943384,"project, project management, management, issue, saas, management saas",High
22,0.359762,"issue, software, update, problem, integration, resolve",Low
15,0.5172367,"brand, digital, growth, brand growth, digital strategy, strategy",High
37,0.4144629,"access, unauthorized, unauthorized access, security, access attempt, medical",Low
39,0.31775865,"connectivity, network, device, issue, problem, connectivity issue",Low
25,0.55774295,"marketing, digital, social medium, social, medium, strategy",High
15,0.5744134,"brand, digital, growth, brand growth, digital strategy, strategy",High
32,0.57779413,"project, project management, management, issue, saas, management saas",High
12,0.45368093,"integration, integrate, documentation, step, saas, process",High
14,0.28373057,"server, dashboard, issue, load, project dashboard, peak",Low
32,0.38663977,"project, project management, management, issue, saas, management saas",Low
0,0.35655412,"investment, investment optimization, optimization, issue, model, algorithm",Low
10,0.52092004,"breach, data breach, data, security, medical, hospital",High
22,0.34308904,"issue, software, update, problem, integration, resolve",Low
22,0.36127952,"issue, software, update, problem, integration, resolve",Low
23,0.20475425,"integration, analytic, team, support, provide, investment",Low
38,0.49670067,"saas project, project management, project, saas, management, scalable",High
36,0.4129004,"billing, discrepancy, payment, billing discrepancy, issue, account",Low
11,0.52944183,"security, medical, datum, protocol, medical datum, security protocol",High
2,0.517756,"investment, analytic, data analytic, data, tool, investment strategy",High
33,0.42974523,"campaign, digital campaign, digital, agency, marketing, issue",High
34,0.5956165,"charge, billing, invoice, account, statement, subscription",High
37,0.43854815,"access, unauthorized, unauthorized access, security, access attempt, medical",High
5,0.39051276,"security, breach, security breach, incident, medical, hospital",Low
40,0.460857,"campaign, marketing campaign, marketing, target, engagement, digital",High
24,0.6737403,"login, server, login issue, user, login difficulty, issue",High
7,0.67694885,"billing, update billing, payment, billing information, update, request update",High
