Index,Recorded Language,Predicted Language,Prediction Confidence,Subject,Any Disagreement,Potential Mismatch
16119,EN,EN,0.9653497141326909,Guidance on Securing Medical Data in PrestaShop Magento 2.4,False,False
16120,EN,EN,0.9580313066715411,Occasional Login Issues During Peak Times Noted,False,False
16122,EN,EN,0.9783144746316725,Insights on Enhancing Investment Strategies via Data Analytics,False,False
16123,DE,DE,0.9904835312312251,Fähigkeiten für Integrierung von WeChat und WhatsApp im Desktop-Unterstützungsportal,False,False
16124,EN,EN,0.8533223142200299,Emergency: Critical Bug in Project Management SaaS Integration Causing Disruptions,False,False
16125,EN,EN,0.8935948856070677,Insights on Integrating TYPO3 SAP ERP,False,False
16126,DE,DE,0.9986674693593648,Meldung Datenverlust Healthcare IT-System-Sicherheit,False,False
16127,DE,DE,0.9955400317563692,Anleitung zur Optimierung von Investitionen,False,False
16128,EN,EN,0.7101415344480894,Problem with Server Response Time During Peak Hours,False,False
16129,DE,EN,0.7162375762650891,Seal of Medical Data Systems,True,False
16130,DE,EN,0.6998511264566893,Data Analytics Guidance,True,False
16131,EN,EN,0.9642666819044984,Technical concerns regarding data security following the latest software update,False,False
16132,DE,DE,0.9957281297082262,Bericht über Dienstleistungsdurchbrüche,False,False
16133,EN,EN,0.9436753483563761,Support for Slow Loading,False,False
16134,EN,EN,0.9407871777350766,Problem with SaaS on MacBook Air,False,False
16135,DE,DE,0.6633897673645129,Support for Participant Absence Inquiry,False,False
16136,EN,EN,0.9391230494352188,Assistance Required for Investment Support,False,False
16137,DE,DE,0.9739713152345943,Probleme bei der Verbindung zu Microsoft Teams,False,False
16138,DE,DE,0.9958875116910437,Sicherheitslücke in dem Krankenhausauftritts-IT-System,False,False
16139,EN,EN,0.9043843572808286,Problem with Performance,False,False
16140,EN,EN,0.8615555887036812,Request for Enhancing the Project Management Tool with PowerPoint Integration,False,False
16141,EN,EN,0.9127749318396863,Support Needed for Optimized Mailchimp Magento 2.4 Integration,False,False
16142,DE,DE,0.9481579310730773,Issue with Product Performance,False,False
16143,EN,EN,0.7229250031037536,Improving Investments with IBM Cloud,False,False
16144,EN,DE,0.7186557216087135,Problem with the latest billing statement,True,False
16145,EN,EN,0.8685871128849311,Support Inquiry for Real-Time Collaboration Features,False,False
16146,DE,DE,0.997291997179204,Anfrage an den Kundenservice bezüglich Probleme der Marketing-Analyse-Plattform,False,False
16147,DE,DE,0.9409485366257333,Verschlüsselung medizinischer Daten Crucial MX500 SSD Bitdefender Antivirus Plus,False,False
16148,EN,EN,0.8939189443194875,Problem with MATLAB While Handling Large Datasets,False,False
16149,DE,DE,0.7996738994353392,Support Request for Critical Software Integration Error,False,False
16150,DE,DE,0.9983772105139226,Verschlüsselung von medizinischen Dateninformationen,False,False
16151,DE,DE,0.9889094182410988,Hilfe bei Investments-Tools,False,False
16152,EN,EN,0.9029531271237518,Exploring SaaS Scalability Features,False,False
16153,DE,EN,0.7083196516258531,Assistance with Data Processing,True,False
16154,EN,EN,0.8964493646142289,Concern about Unauthorized Access to Hospital System,False,False
16156,EN,EN,0.9453463843123929,Inquiry on PyTorch for Data Analytics in Investment Optimization,False,False
16157,EN,EN,0.9824415969712821,Concerns About Analytics Tool,False,False
16159,EN,EN,0.6063002942033663,Update Payment Information for Avast SendGrid,False,False
16160,DE,DE,0.613830783809187,Issues with Marketing Campaign,False,False
16161,DE,DE,0.9029612796727458,Probleme mit der Videokonferenzintegration,False,False
16162,EN,EN,0.7570598414454385,Support Inquiry Regarding Critical Issue with Medical Data Systems,False,False
16163,EN,EN,0.5487088793281234,Report on Frequent Application Crashes During Peak Usage,False,False
16164,DE,DE,0.9966476926816226,Verbesserung der Benutzerbenutzeroberfläche,False,False
16165,DE,DE,0.9911451496837578,Hilfe bei Datenschutzverletzung,False,False
16166,DE,EN,0.7701856713138547,Misleading Charges on Account,True,False
16168,DE,DE,0.9405336235502121,Hilfe für Data Analytics,False,False
16169,EN,EN,0.9503567646716491,Request for Updating Billing Integration,False,False
16170,EN,EN,0.8756898897194022,Detected Unauthorized Access on Hospital Network,False,False
16171,EN,EN,0.9760842873710692,Assistance with Billing System Error,False,False
16172,DE,DE,0.9940416128403816,"kritischer Systemausfall, der Investitionsanalyse Prozesse beeinflusst",False,False
16173,DE,DE,0.7135668447496059,Assistance with QuickBooks Online Integration,False,False
16174,EN,EN,0.916787526708634,Problem with Data Synchronization Between Tools,False,False
16175,DE,EN,0.6515002671943441,Support Team for Asana SaaS,True,False
16176,EN,EN,0.9877520424798464,Overview of Project Management Integrations,False,False
16177,DE,DE,0.5184812085266672,Request for Support on Plant Optimization Tool,False,False
16178,EN,EN,0.9632756929895541,Analytics for Campaign Performance Tracking,False,False
16179,EN,EN,0.9310620884319297,Support Concern Regarding Data,False,False
16180,DE,DE,0.9938661737456005,Neuer Antrag,False,False
16181,EN,EN,0.9913205296279816,Problem with Investment Returns,False,False
16182,EN,EN,0.882855171375356,Inquiry into Data Analytics Services for Investment Optimization,False,False
16183,DE,DE,0.9934052330633071,Sicherheitsunterstützung,False,False
16184,DE,DE,0.9976038451327236,Anfrage IBM Cloud Kundensupport,False,False
16185,EN,EN,0.9756453213527914,Inquiry into Medical Data Security Services,False,False
16186,EN,EN,0.9914217652086279,Problem with Delayed Notifications,False,False
16187,DE,DE,0.9805651463749314,Hilfe bei Finanzanalyse-Tool,False,False
16188,DE,DE,0.8731917398375931,Identified Discrepancies in Investment Analysis Data,False,False
16189,EN,EN,0.9127541433598446,Urgent Support Required for Project Management Platform,False,False
16190,DE,DE,0.9902429073949908,Unterstützung für Marketing-Tools erforderlich,False,False
16191,EN,EN,0.8972504235870306,Detected Unauthorized Access to Hospital System Following Phishing Incident,False,False
16192,DE,EN,0.5512295371340687,Issue with Discord-Integration API Permissions,True,False
16193,DE,DE,0.9896692273361988,Probleme mit dem Investment-Optimierungstool identifiziert,False,False
16194,EN,EN,0.6025212617505059,Support Inquiry for Airtable Integration,False,False
16195,DE,DE,0.9178801092066098,Verbesserung Investitionen durch Data Analytics,False,False
16196,DE,DE,0.9979063918566069,Informationen zu Datenanalysetools,False,False
16197,DE,DE,0.9977902041435487,Fehler bei den Datenbanken der stationären IT-Einrichtungen,False,False
16198,DE,EN,0.6320515719268787,Issue with Investment Analysis Reports,True,False
16199,DE,DE,0.9956820697074481,Projektdetails,False,False
16200,EN,EN,0.9306198336294297,Issue with Billing Discrepancy and SaaS Payment Gateway Integration,False,False
16201,EN,EN,0.9631035352483507,Software Issues During High Load Periods,False,False
16202,EN,EN,0.9432371281759137,Support Inquiry: Urgent Assistance Required for Project Management Tool,False,False
16203,EN,EN,0.994250289582997,Support for Billing Error,False,False
16205,DE,DE,0.9942652276093876,Verbesserung der Investitionsstrategie,False,False
16206,EN,EN,0.8676902419314041,Problems with Microsoft Teams Connection,False,False
16207,DE,DE,0.9971087857281163,Anfrage zur Integration von Redis 6.2 SaaS-Projekt,False,False
16208,DE,DE,0.911706673499066,Hilfe bei neuestem Sinken von Engagement,False,False
16209,DE,DE,0.9968924641202446,Verletzung der Sicherheit bei KI-Systemen im Krankenhaus,False,False
16210,DE,DE,0.9950147386039678,Folgen Sie dem Interesse an der Integration von Khan Academy Projektmanagement-Software-as-a-Service,False,False
16211,DE,DE,0.7959422927124113,Support Required for Critical System Failure,False,False
16212,DE,DE,0.987580485887694,Update Preissystem für verpackte Angebote,False,False
16213,DE,DE,0.9996182712270426,Wichtiger Fehlerbericht zu unserem Datenanalyse-Tool gemeldet,False,False
16214,DE,DE,0.9956320547132814,Hilfe bei digitaler Strategie erforderlich,False,False
16216,DE,DE,0.9987855417856404,"Geehrte Kundenservice, bitte beraten Sie mich in der Sicherung medizinischer Daten mit LINE Kubernetes. Wissen Sie, dass die Sicherheit von Patientendaten in der Gesundheitsbranche entscheidender ist, und möchten Sie sicherstellen, dass die Systeme den relevanten Vorschriften entsprechen? Überlegen wir, LINE für die Kommunikation und Kubernetes für die Container-Orchestration zu verwenden, benötigen wir jedoch den Expertenrat, um robuste Sicherheitsmaßnahmen zur Umsetzung sensibler medizinischer Informationen zu gewährleisten. Könnten Sie Rat zur praktischen Anwendung, möglichen Risiken und empfohlenen Konfigurationen geben?",False,False
16217,EN,EN,0.9940218511939032,Inquiry About Data Analytics Solutions for Investment Strategies Optimization,False,False
16218,EN,EN,0.9219683755851391,Inquiry About Scalable Project Management SaaS Solution,False,False
16219,EN,EN,0.9906902441481704,Security Compromise in Healthcare Data System,False,False
16220,DE,DE,0.9987507821787007,Probleme mit der Software-Aktualisierung für Projektmanagementwerkzeuge,False,False
16221,EN,EN,0.9814406005480624,Request for Update on Billing Information for Marketing and Digital Strategies,False,False
16222,DE,DE,0.9879645105618969,Berichtsgenerierung deaktiviert,False,False
16223,DE,DE,0.9985317287862207,Optimierung von PostgreSQL,False,False
16224,EN,EN,0.5535286503123883,Discrepancies Observed in Data Analysis Results,False,False
16225,DE,DE,0.982625865286768,Einbinden von Bitdefender Antivirus Plus,False,False
16226,EN,EN,0.9901196437409329,Application Crashing During File Uploads,False,False
16227,EN,EN,0.6813816446565997,Request for Integration of Real-Time Collaboration Features,False,False
16228,EN,EN,0.776878677340639,Request for Insights on Digital Strategies to Boost Brand Growth in a Specific Industry,False,False
16229,DE,DE,0.9448126547434053,Issue with System Outage,False,False
16230,DE,DE,0.9889253870991936,Anzeige aktualisierter Kampagnendaten,False,False
16231,EN,EN,0.9736892779165357,Trouble with Software Compatibility and Integration,False,False
16232,DE,DE,0.8548072843158266,Issues with Investment Benchmarks,False,False
16233,EN,EN,0.9056035646787538,Concerns with the SaaS Platform,False,False
16234,EN,EN,0.9544408188791084,Features Inquiry,False,False
16236,DE,DE,0.9972822800635025,Anfrage zur Unterstützung bei Software-Integrationsschäden,False,False
16237,EN,EN,0.9520749717640794,Misbilling During Software and Hardware Subscription Process,False,False
16238,DE,DE,0.9467932019857398,Probleme bei der Anzeige von Projektmilestonen,False,False
16240,DE,DE,0.9891533032778262,Problem mit dem Analysewerkzeug,False,False
16241,EN,EN,0.8904107132736023,Request for Support in Optimizing Project Management Tools and Antivirus Software,False,False
16242,DE,DE,0.9947475306569599,Bereitstellung langsamer Investitionsdatenanalyse,False,False
16243,EN,EN,0.8336840152145966,Strategies for Brand Expansion via Digital Methods,False,False
16245,DE,DE,0.9863186432416535,Software-Fehler während des Betriebs,False,False
16246,EN,EN,0.7504768724272385,Issue with Smart Steckdose Device,False,False
16248,EN,EN,0.8806674202809394,Amend Return Policies,False,False
16249,DE,DE,0.5906207154499818,Issue with Project Notifications,False,False
16250,EN,EN,0.7343442254070557,Request for Security Measures for MongoDB 4.4 in a Hospital Setting,False,False
16251,DE,DE,0.5527542722260155,Growth Through Digital Marketing,False,False
16253,DE,DE,0.9984519907645937,Unbefugter Zugriff auf Medizinische Datenserver,False,False
16254,DE,DE,0.9974071815180896,Optimierung der Benutzerfreundlichkeit,False,False
16255,EN,EN,0.9240489899730099,Security Incident: Possible Data Breach,False,False
16256,EN,EN,0.9284889040422225,Request for Support on System Crashes,False,False
16257,EN,EN,0.5274808561874272,Challenge with Marketing Campaigns,False,False
16258,DE,DE,0.9981103938900563,Bewertung von Strategien zur Marke und Zusammenarbeit mit JIRA und Adobe Creative Cloud,False,False
16259,EN,EN,0.8460837502775959,Support for Integrating VLC Media Player,False,False
16261,EN,EN,0.9801329129168391,Data Synchronization Issue Encountered Today,False,False
16262,DE,DE,0.5510361935879283,Marketing Engagement Issues,False,False
16263,DE,DE,0.999006871025088,Bestätigung des festgestellten autorisierten Zugriffs auf sensible Daten,False,False
16264,DE,DE,0.7001305387242212,Support Request for Moodle Security,False,False
16265,DE,DE,0.7054261420733907,Issues with Software Performance,False,False
16266,DE,DE,0.938938373078718,Strategien für Markenwachstum durch digitale Marketinganätze,False,False
16267,DE,EN,0.7167028805645702,Issue with Analytical Platform,True,False
16268,EN,EN,0.9756369268920648,Problem with Traffic Decline,False,False
16269,DE,DE,0.9969410149212262,Probleme der System-Sicherheit,False,False
16270,DE,DE,0.9973249159825048,Verschlüsselung von medizinischen Daten in ActiveCampaign-Diensten,False,False
16271,DE,DE,0.7280224965482511,Reduction in Martertswitch Clicks,False,False
16272,DE,EN,0.5895605246181639,Support for Marketing Department,True,False
16273,EN,EN,0.9145571289919006,Concerns with SaaS Platform,False,False
16274,DE,DE,0.997114354905454,Versicherung medizinischen Daten,False,False
16275,DE,DE,0.667658369526717,Concern About Project Management Integration,False,False
16276,EN,EN,0.8291465408934368,Support billing discrepancy,False,False
16277,DE,EN,0.549359643542263,Issue with Access to Medical Data,True,False
16278,EN,EN,0.8087106098445216,Request to Adjust Investment Allocation,False,False
16279,EN,EN,0.9740067005498734,Addressing Connectivity Problems Across Various Devices,False,False
16280,EN,EN,0.9191746767894948,Upgrade Request for Data Analytics Tools,False,False
16282,EN,DE,0.5429156395247028,Netgear Nighthawk Mesh Wi-Fi 6 System Information,True,False
16283,EN,EN,0.9622956068154483,Concerns About Digital Campaign Disruptions,False,False
16285,DE,DE,0.9882943849148257,Volle Aussetzung der digitalen Markenarbeit,False,False
16286,EN,EN,0.9670690848996982,Support for Enhancing Digital Campaign Engagement,False,False
16287,EN,EN,0.9611356874300557,Aid with ClickUp IFTTT Integration,False,False
16288,EN,EN,0.9492431014336007,Trouble with Recent Investment Reports Showing Data Discrepancies,False,False
16289,EN,EN,0.9829572636130011,Problem with Network Connectivity Today,False,False
16290,DE,DE,0.6870215045617254,Problems with SaaS Access,False,False
16292,EN,EN,0.8541495341929993,Improvement Suggestion for User Interface in Project Management,False,False
16293,DE,DE,0.9955120716294603,Information über unerwartete Datensprünge in Investitionsanalyseberichten,False,False
16294,DE,DE,0.9938618729283526,Verbesserung der Investment-Datenanalyse-Workflows,False,False
16295,EN,EN,0.9716042651972363,Inquiry on Data Analytics Services Details,False,False
16296,EN,EN,0.9717385650578579,Assistance with Digital Marketing Strategies Urgently Required,False,False
16297,DE,DE,0.9895416577662373,Hilfe bei Anwendungsleistungsschwierigkeiten unter Spitzenlast,False,False
16298,DE,DE,0.9803937898527275,Probleme mit der Zugriffsberechtigung auf die SaaS-Plattform,False,False
16299,DE,DE,0.9961320623258364,Expansion der Marke,False,False
16301,DE,DE,0.9982558786905306,Verbesserung digitale Strategien für wachsendes Unternehmen,False,False
16303,EN,EN,0.9518772691887509,Problem with System Crashes,False,False
16304,EN,DE,0.7004973414471121,Issue with Tracking,True,False
16305,DE,DE,0.9986999059127228,Kritischer Funktionsfehler in Datenanalysewerkzeug gemeldet,False,False
16306,EN,EN,0.9250923315688209,Problem with Most Recent Software Update,False,False
16307,EN,EN,0.6118512734455236,Inconsistent Data Analysis Results with Multiple Affected Products Identified,False,False
16309,DE,DE,0.9981229964414566,Schnelle Optimierung von Investitionen durchführen,False,False
16310,EN,EN,0.6546085293030822,Provide Details on Integrating Bitdefender Antivirus Plus,False,False
16311,DE,DE,0.9988905139346083,Verschlüsselung von medizinischen Daten in Zoho Books,False,False
16312,DE,DE,0.5002409005095455,Issue with Project Management Subscription Billing,False,False
16314,EN,EN,0.9936262908831553,Concern About Billing,False,False
16315,EN,EN,0.9906477524295989,Data Analytics for Investment Strategies,False,False
16316,DE,DE,0.9974680747179604,Erkennung von unbefugtem Zugriff auf medizinisches Daten-System,False,False
16317,DE,DE,0.9978191968632999,Synchronisation von Projektdaten auf verschiedenen ClickUp-Plattformen,False,False
16318,EN,EN,0.9946319838952029,Security Concern with API,False,False
16319,EN,EN,0.9674926288906731,Support Needed for Software Malfunctions,False,False
16320,EN,EN,0.9441372989867071,Guidelines for Securing Medical Data in Oracle 19c,False,False
16321,EN,EN,0.9446109926584487,Urgent Support Required Today,False,False
16322,EN,EN,0.8290667441757448,Investment Returns Report Discrepancy,False,False
16323,DE,DE,0.9981117908210463,Technische Anliegen bei Microsoft Dynamics 365,False,False
16324,DE,DE,0.9984008204869902,Problem mit Zugriff auf die Projektmanagement-SaaS-Plattform,False,False
16325,DE,DE,0.9972516386417651,Verbessern der Datenanalyse-Tools,False,False
16326,EN,EN,0.9360633739270035,Inkscape for Digital Marketing,False,False
16327,DE,DE,0.8394039289000286,Performance Issues and Crashes in the Project Management Platform,False,False
16328,DE,DE,0.9979748137251497,Anfrage zur Unterstützung im Bereich NZXT-Marketing,False,False
16329,DE,DE,0.9623883871856862,Informationen über digitale Marketingstrategien und Zoho CRM-Integration,False,False
16330,EN,EN,0.9542055399589271,Updates on Cassandra 4.0 for Investment Data Analytics,False,False
16331,EN,EN,0.9787096466306745,Enhance Data Analytics Software for Investment,False,False
16332,DE,DE,0.9979922980539704,Nötige Unterstützung für Anfrage,False,False
16333,EN,EN,0.9669961346170417,Query for Service Interruption,False,False
16334,DE,DE,0.9970642973537,Bekräftigung zur Steigerung der Sicherheitsmaßnahmen,False,False
16335,DE,DE,0.998351688348697,Unterstützung bei der Förderung von Markenwachstum durch digitale Strategien,False,False
16337,EN,EN,0.9438667487497787,Investment in Data Analytics Services,False,False
16338,EN,EN,0.8499143053676972,Reported Performance Issues with SaaS Platform,False,False
16343,EN,EN,0.756280226871938,Support for Integrating Adobe Audition into Project Management SaaS,False,False
16344,DE,DE,0.9732059993897851,Verbesserung Investitionsanalyse Wolke,False,False
16345,DE,DE,0.9683790176683497,Montag Support,False,False
16346,DE,DE,0.6410767918579876,Issue with ClickUp-Integration for Smart-Thermometer,False,False
16347,DE,DE,0.5586035456021821,Secure Maintenance of Medical Data,False,False
16349,EN,EN,0.975374036485994,Inquiry About Data Analytics Services for Optimizing Investment Strategies,False,False
16351,DE,DE,0.9943565371982069,Anfrage für Support von Jenkins Skalierung,False,False
16352,DE,DE,0.621733258033836,Digital Strategy Services for Market Expansion,False,False
16353,EN,EN,0.7501170167123384,Support Request: Critical Outage on Investment Data Analytics Services,False,False
16354,DE,DE,0.9798785855257547,Bieten Sie Details zur skalierbaren SaaS-Integration von Smartsheet für Projektmanagement an?,False,False
16355,DE,DE,0.847710538591995,Issues with Dashboard,False,False
16356,DE,DE,0.9955664197526175,Probleme bei digitalen Marketingwerkzeugen,False,False
16357,EN,EN,0.8479693756107854,Support for Security Breach,False,False
16358,EN,EN,0.9555470754904312,Update Billing Processes Using Data Analytics,False,False
16359,EN,EN,0.9360970881622444,Report on Login Failures,False,False
16360,DE,DE,0.8241872989035565,Problems with Dynamics 365 Synchronization,False,False
16361,DE,DE,0.9861347184497867,System Crash Datenanalyse-Projekt,False,False
16362,DE,DE,0.9915701010868339,Probleme mit der Verbindung des BenQ TK850 Projektors,False,False
16363,EN,EN,0.9438794922925016,Assistance with Security Concern,False,False
16364,EN,EN,0.9705987057074061,Support Request for Enhancing Data Analytics Tools,False,False
16365,EN,EN,0.94423625797872,Problem with Project Data Export Leading to Crashes,False,False
16366,EN,EN,0.9499167553018197,Urgent: Major Software Malfunction Noted,False,False
16367,EN,EN,0.9534218381491516,Investigation into Variance of Projected Investment Returns,False,False
16369,EN,EN,0.885825930523711,Project Integration Malfunction,False,False
16370,DE,DE,0.9900340070954413,Unterstützung für digitale Marketingstrategien,False,False
16371,EN,EN,0.9412442190323717,Concerns Raised About Digital Tool Integration,False,False
16372,DE,DE,0.8457173679535908,Issue with Invoice Update Processing,False,False
16373,DE,DE,0.9950952897288582,Probleme bei der Datendienststellung,False,False
16374,DE,EN,0.504237748446333,Advice on Leveraging Xero for Investment Analytics,True,False
16375,DE,DE,0.6248671970743216,Support Required for Investment Tool,False,False
16376,DE,DE,0.9959422779402517,Unterstützung bei der Optimierung digitaler Marketingstrategien,False,False
16377,EN,EN,0.9167802268019415,Support for IFTTT Integration,False,False
16378,DE,DE,0.8442531285223553,Support is needed for a critical issue,False,False
16379,DE,DE,0.9642922901987118,Bessere Integration von RapidMiner in bestehende Datenanalyse-Tools,False,False
16380,DE,DE,0.8238309101952224,Issue with Financial Firm's Data Analysis Tools,False,False
16381,DE,DE,0.9920639844184794,Fehler in Investment-Analysereports: Integrationsschwierigkeiten mit RapidMiner QuickBooks Online,False,False
16382,EN,EN,0.9232752090204629,Support for Underperforming Digital Campaign,False,False
16383,EN,EN,0.6799362143360321,Problem with Investment Forecast Analysis,False,False
16384,EN,EN,0.9560524944610342,Enhancing Investment Analytics with Mathematica,False,False
16385,DE,DE,0.9942884151038406,WLAN-Verbindungsprobleme Support Anfrage,False,False
16386,EN,EN,0.9381488507870058,Concerns Over Data Discrepancies,False,False
16387,EN,EN,0.7594592022395139,Issue with Data Analytics Tools Affecting Investment Optimization,False,False
16388,EN,EN,0.9142613846770465,Update Integration Settings for Device Compatibility in Software Project Management,False,False
16389,EN,EN,0.7520853426006684,Frequent Application Crashes During Project Synchronization,False,False
16390,DE,DE,0.9848625339006225,Probleme bei der Anmeldung Benutzerkonten,False,False
16391,DE,DE,0.9989073014647789,Aktualisierung der Rechnungsdaten für die Data Analytics-Berichterstattung,False,False
16392,DE,DE,0.8532602296395148,Issue with Investment Analysis Services Billed,False,False
16393,DE,DE,0.9987488012411665,Verbesserung der Datenauswertungsfähigkeiten für die Investmentoptimierung,False,False
16394,DE,DE,0.9810920781732312,Datenintegrationssystem-Probleme,False,False
16395,DE,DE,0.993248702828415,Ad Campaign,False,False
16396,EN,EN,0.9620671113411333,Misleading Data in Investment Analytics Reports,False,False
16397,DE,DE,0.7263908199976625,Issue with Engagement Metrics of Digital Platforms,False,False
16398,EN,EN,0.8876860547070611,Implement WhatsApp Desktop Notification Features,False,False
16399,DE,DE,0.9934037347493146,Fehler bei doppelten Abrechnungen neuer Abonnements identifiziert,False,False
16400,DE,DE,0.999556739199344,Bericht über Datensperren Ereignis,False,False
16402,DE,DE,0.52970792298607,Problems with Data Processing Systems,False,False
16403,EN,EN,0.9894304247609029,Enhancing Investment Tactics with H2O.ai,False,False
16404,EN,EN,0.9920999683868574,Enquiry on Investment Optimization Services and Data Analytics,False,False
16405,EN,EN,0.9503706199682554,Support for Boosting Brand Engagement,False,False
16406,EN,EN,0.9959209941984867,Trouble with Tracking Digital Campaign Analytics,False,False
16407,DE,DE,0.994533392953443,Skalierbare Funktionen für SaaS-Lösungen,False,False
16408,EN,EN,0.6411969743345931,Support for Integrating Wave with Microsoft Office 365,False,False
16409,DE,DE,0.9726985504523575,Request for Data Analysis Services,False,False
16410,DE,DE,0.9977947369506707,Verlangsamerter Erfolg in der Klientenbindung seit Letzterem Monat,False,False
16411,DE,DE,0.6233442213808756,Message regarding unexpected increase in invoice amount,False,False
16413,EN,EN,0.9358672773500875,Concerns About Marketing Campaign Engagement Levels,False,False
16414,DE,DE,0.5592214219668191,Performance Issues with Project-Based SaaS System,False,False
16415,EN,EN,0.9419993038153881,Identified Variability in Brand Interactions,False,False
16417,DE,DE,0.9389678531554428,Message Regarding Service Unavailability,False,False
16418,EN,EN,0.9756524791075833,Problem with Connection,False,False
16419,DE,DE,0.9918653157329896,Benachrichtigung wegen unbefugten Zugriffs im IT-System wurde heute ausgelöst,False,False
16420,EN,EN,0.7501331975341499,Enhancing Zoho CRM Growth Strategies,False,False
16421,DE,EN,0.5410803419907885,IBM SPSS Statistics Assistance,True,False
16422,EN,EN,0.8089074996966442,Report of System Outage: Impact on Medical Data Security,False,False
16423,DE,DE,0.9948187345479996,Probleme mit Berichten der Marketing-Kampagnen,False,False
16424,DE,DE,0.597920589846662,Issues with Website Tracking Feature,False,False
16425,DE,DE,0.9794977242726441,Technische Probleme bei digitalen Tools,False,False
16426,DE,DE,0.6352383177807607,Issue with MySQL Integration,False,False
16427,EN,EN,0.9631223595238474,Guide for Integrating Nuendo with Zoho CRM for Secure Medical Data Management,False,False
16428,DE,DE,0.9607972300286356,Diagnose der aktuellen Verbindungsstörungen bei MSI-Motherboard,False,False
16429,DE,DE,0.9980091785036886,Fehler bei der Fakturierung mehrerer Produkte identifiziert,False,False
16430,DE,EN,0.6898175333168537,Focus on Software Compatibility Issues,True,False
16431,DE,DE,0.9987725020179754,Verlust von Datennachrichten im Krankenhaus-IT-System,False,False
16432,EN,EN,0.9564072848775469,Assistance with Performance Problems,False,False
16433,EN,EN,0.9124993142311658,Trouble Connecting to QuickBooks Online,False,False
16434,EN,EN,0.8513970201981049,Problems with Several Integrations Today,False,False
16435,EN,EN,0.945019509913695,Problem with Loading Times,False,False
16438,DE,DE,0.9963307108571757,Technische Unterstützung für digitale Werkzeuge,False,False
16439,DE,DE,0.9991463376264084,Problem mit Investmentberichten,False,False
16440,DE,DE,0.9947313920912044,Verbesserung der Benutzeroberfläche für Projektmanagement-Features,False,False
16441,DE,DE,0.9988438219941456,Anfrage zu digitalen Strategien für den Wachstumsaufschwung online,False,False
16442,EN,EN,0.9480302526309424,Issue with Data Import Process Encountered,False,False
16444,DE,DE,0.9611652742106316,Sound-Issue,False,False
16445,DE,DE,0.7243551066365497,Issue with Medical Data Security,False,False
16446,DE,EN,0.8630216604746375,Reduction in Brand Engagement Metrics,True,False
16447,EN,EN,0.9109287733287562,Support for Database Problems,False,False
16448,EN,EN,0.8929056391826485,Problem with Project Updates on Dashboard,False,False
16449,DE,DE,0.9868499477558301,Sicherung medizinischer Daten mit Symantec Endpoint Protection 14.3,False,False
16450,EN,EN,0.9719151773777345,Request for Digital Brand Growth Strategies,False,False
16452,DE,DE,0.994225053931687,Probleme mit System-Sperrmüll entdeckt,False,False
16453,EN,EN,0.911646265298951,Enhance Security Protocols for Medical Data Protection,False,False
16454,DE,DE,0.9932905324472562,Ist das digitale Start-Up-Verfahren für die Kampagne möglich?,False,False
16455,EN,EN,0.9434209983185459,Investigation on Investment Analytics Dashboard Data Display,False,False
16456,EN,EN,0.9285996315644997,Support Invoice Inquiry,False,False
16457,EN,EN,0.6041966339951474,Request for SaaS Project Management Access Assistance,False,False
16458,EN,EN,0.9681716398445774,Support Security Incident Report,False,False
16460,EN,EN,0.9424756174382689,Info on Integrating SendGrid SaaS,False,False
16461,EN,EN,0.9836944857253547,Hospital Security Enhancements,False,False
16462,EN,EN,0.9067043690197942,Guidance on Securing Medical Data Systems in Hospitals,False,False
16463,EN,EN,0.9767275506462938,Guidance on Secure Medical Data Integrations,False,False
16464,DE,EN,0.657045867762952,Assistance with Digital Marketing Strategy,True,False
16465,EN,EN,0.8124050476635466,Support Required for Anker Adapter,False,False
16468,EN,EN,0.9713312661135199,Concerns Over Digital Engagement Indicators,False,False
16469,EN,EN,0.9644614675110142,Security Breach Identified in Healthcare Provider System,False,False
16470,DE,DE,0.9907679341056483,Hilfe bei Anlagen-Daten,False,False
16471,EN,EN,0.8927008852253769,Assistance with Security Incident,False,False
16473,DE,DE,0.5600006017656667,Data Lockdown,False,False
16474,DE,DE,0.9845763093614248,Probleme mit JIRA Software,False,False
16475,DE,DE,0.9993513922097093,Datenschutz in der Medizintechnikabteilung,False,False
16476,DE,DE,0.9990090558881329,Sicherung medizinischer Daten mit H2O,False,False
16477,DE,DE,0.6399930467737815,Concern About Project Management SaaS,False,False
16478,EN,EN,0.9324842775428901,Concerning Precision of Investment Optimization Model,False,False
16481,EN,EN,0.9426961844281345,Concerns with Data Analytics System,False,False
16482,EN,EN,0.9689149643758058,Assistance with Adobe Illustrator CC 2021 for Digital Marketing,False,False
16483,DE,DE,0.9282574239177607,Problem mit Dienstausfall gemeldet,False,False
16484,EN,EN,0.9346565901157403,Problem with Access to Project Management Tool,False,False
16486,EN,EN,0.9443224555438205,System Crash During Data Analytics Script Execution in Visual Studio Code,False,False
16487,EN,EN,0.8812745760158496,Request for MySQL 8 Support,False,False
16488,DE,DE,0.9874794633036186,Langsame Markeentwicklung bei einer Marketing-Agentur,False,False
16489,EN,EN,0.7990869551200686,SAP System Glitches,False,False
16490,EN,EN,0.9256864181430576,Support Website Unavailability Problem,False,False
16491,EN,EN,0.7747290419770021,Please Update SaaS Compatibility,False,False
